Sol_Time,Num_Rep_days,Approach :,Case: ,xi_given,xi_val,Emis_lim,RPS,RNG_cap,MIO Gap:,Benders,UC Active,Total_E_cost,Est_plant_cost,Est_trans_cost,Decom_cost,Fixed_cost,Startup_cost,Variable_cost,dfo_coal_or_NG_emis_cost,Coal_dfo_or_NG_fuel_cost,Shedding_cost,Storage_cost,Num_storage,Storage_level,Storage_cap,Total_curt,Num_new_trans,Total_flow,E_emis,,Total_NG_cost,Import_cost,Pipe_est_cost,Str_est_cost,Str_fix_cost,NG_shedding_cost,RNG_shedding_cost,Num_est_pipe,Total_NG_shedding,Total_RNG_shedding,flowGG,flowGE,flowGL,flowVG,NG_emis,,,num_est(nplt),num_decom(nplt),prod(nplt),supply(nGnode),storage(nSLV),vapor(nSLV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.14,2,1,3,0,1.72661e+08,0.2,0.6,0.4,0.00264594,0,0,8.42652e+09,4.93841e+09,1.04192e+08,0,3.07667e+09,0,5.86596e+07,0,9.11773e+07,0,1.57419e+08,6,5553.9,2856.45,0,10,2.22394e+08,3.04127e+06,,1.75255e+10,1.71573e+09,3.12241e+06,0,7.9878e+09,0,7.81883e+09,2,0,3.90941e+08,4.59793e+08,1.72661e+08,1.5876e+07,1.5876e+07,7.57813e+06,,,0,0,0,0,0,0,0,0,0,0,0,0,5562,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,6.61536e+06,0,473844,2.62679e+06,0,1.95504e+07,0,1.27914e+07,0,0,0,0,2.03308e+08,0,0,0,,1.19905e+07,9.68987e+06,1.34438e+07,0,0,8.09544e+07,2.34268e+07,2.74221e+07,-3.49246e-09,0,2.5625e+07,0,2.03785e+07,1.17799e+07,5.73545e+07,2.50489e+07,7.69847e+06,0,,0,0,,0,0
5.575,5,1,3,0,1.1703e+08,0.2,0.6,0.4,0.00417107,0,0,8.54406e+09,5.10305e+09,1.2315e+07,3.195e+06,3.12668e+09,0,3.77665e+07,0,5.45839e+07,0,2.06474e+08,6,8297.84,2908.96,0,1,-3.11011e+06,2.05566e+06,,1.75189e+10,1.5133e+09,3.12241e+06,0,7.9878e+09,0,8.01464e+09,2,0,4.00732e+08,2.88033e+08,1.1703e+08,1.5876e+07,1.71808e+07,8.56374e+06,,,0,0,0,0,0,0,0,0,0,0,1,0,5660,0,0,0,,0,55,71,0,4,0,2,0,0,0,0,0,0,0,0,0,,4.47007e+06,0,0,2.01841e+06,0,2.05209e+07,0,7.65768e+06,0,0,16800.8,0,2.03267e+08,0,0,0,,4.47599e+06,1.90853e+06,5.38262e+06,0,7.43461e+06,1.73353e+07,4.51422e+07,9.03732e+07,2.03015e+06,1.33913e+06,1.32876e+07,0,1.3552e+07,9.56557e+06,3.61884e+06,5.51368e+07,7.08765e+06,0,,0,0,,0,0
33.424,7,1,3,0,1.71714e+08,0.2,0.6,0.4,0.00578949,0,0,1.04174e+10,5.87924e+09,5.09637e+07,0,3.33342e+09,0,6.81454e+07,0,1.01037e+08,0,9.84602e+08,6,37602.6,15497.9,0,5,-1.56101e+08,1.77805e+06,,1.78436e+10,1.83971e+09,1.46434e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,4.97515e+08,1.71714e+08,1.50855e+07,1.83859e+07,8.84135e+06,,,0,0,0,0,0,0,0,0,0,0,9,609,5366,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.56632e+06,0,767563,2.27644e+06,0,2.25289e+07,0,1.41747e+07,0,0,3.66074e+06,1.16605e+07,1.7826e+08,0,0,0,,2.84949e+07,1.40776e+07,1.29034e+07,0,2.98684e+07,4.32e+07,3.28048e+07,8.70503e+07,996598,1.51676e+06,2.37003e+07,0,1.32718e+07,5.7569e+06,4.94167e+06,3.27971e+07,6.18101e+06,0,,0,0,,0,0
63.449,10,1,3,0,1.46997e+08,0.2,0.6,0.4,0.00108767,0,0,1.11438e+10,6.13398e+09,2.46301e+07,0,3.48172e+09,0,5.80957e+07,0,9.14793e+07,0,1.3539e+09,6,60109.8,14363.6,0,2,-1.08155e+07,1.81831e+06,,1.77048e+10,1.70089e+09,1.46434e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,4.49658e+08,1.46997e+08,1.5876e+07,2.50052e+07,8.80109e+06,,,0,0,0,0,0,0,0,0,0,0,4,404,6249,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.76885e+06,0,639599,1.78069e+06,0,2.24913e+07,0,1.28338e+07,0,0,2.26396e+06,7.29463e+06,1.94667e+08,0,0,0,,2.71166e+07,1.53346e+07,1.54865e+07,0,4.03706e+07,4.90506e+07,1.39823e+07,7.05359e+07,124960,2.86427e+06,1.62985e+07,0,1.15441e+07,9.42859e+06,1.5908e+07,1.96138e+07,4.43051e+06,0,,0,0,,0,0
145.712,15,1,3,0,2.27656e+08,0.2,0.6,0.4,0.00104478,0,0,9.84197e+09,5.75742e+09,3.86487e+07,0,3.25142e+09,0,6.48431e+07,0,8.1705e+07,0,6.47933e+08,6,27236.6,8138.84,0,4,-1.09565e+08,4.00998e+06,,1.68383e+10,1.91642e+09,3.12241e+06,0,7.9878e+09,0,6.93095e+09,2,0,3.46548e+08,4.81253e+08,2.27656e+08,1.43883e+07,2.07819e+07,6.60942e+06,,,0,0,0,0,0,0,0,0,0,1,-5.34493e-12,1505,5372,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,7.97975e+06,0,806724,2.10701e+06,0,2.10405e+07,0,1.14625e+07,0,1.00963e+06,0.000158072,3.22284e+07,1.51612e+08,0,0,0.000297546,,2.03184e+07,1.75984e+07,1.39661e+07,0,3.85774e+07,1.34629e+07,5.78526e+07,5.30653e+07,539550,89862,1.48359e+07,0,1.96568e+07,1.12898e+07,3.96355e+07,4.3961e+07,6.7877e+06,0,,0,0,,0,0
294.388,20,1,3,0,2.14631e+08,0.2,0.6,0.4,0.00301333,0,0,1.03574e+10,6.00124e+09,2.63336e+07,0,3.39402e+09,0,6.34269e+07,0,9.04348e+07,0,7.81988e+08,6,35578.9,7584.8,0,3,-1.03822e+08,3.65385e+06,,1.78874e+10,1.88184e+09,3.12241e+06,0,7.9878e+09,0,8.01464e+09,2,0,4.00732e+08,8.86226e+08,2.14631e+08,1.49158e+07,2.87033e+07,6.96555e+06,,,0,0,0,0,0,0,0,0,0,3,1,755,5938,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,6.26634e+06,0,773919,1.82171e+06,0,2.25254e+07,0,1.26873e+07,0,2.24416e+06,372056,1.53814e+07,1.82061e+08,0,0,4.17599e-10,,3.2981e+07,1.82271e+07,1.98266e+07,0,2.90853e+07,2.95634e+07,3.37191e+07,4.12136e+07,797160,706704,1.51411e+07,0,3.27528e+07,4.09604e+06,3.30803e+07,4.42789e+07,9.82316e+06,0,,0,0,,0,0
10801.4,15,1,3,0,2.59586e+08,0.2,0.5,0.4,0.0127232,0,1,1.01763e+10,5.76253e+09,5.46291e+07,0,3.24042e+09,2.25058e+08,7.27456e+07,0,9.96136e+07,0,7.21274e+08,6,29602,9653.32,0,5,-1.16104e+08,4.57238e+06,,1.71695e+10,2.03294e+09,6.76901e+06,0,7.9878e+09,0,7.14194e+09,3,0,3.57097e+08,5.19536e+08,2.59586e+08,1.42005e+07,2.05941e+07,6.04702e+06,,,0,0,0,0,0,0,0,0,0,4,0,1544,5191,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,7.78322e+06,0,807818,1.39944e+06,0,1.8171e+07,0,1.3975e+07,0,2.93978e+06,0.000132188,2.57905e+07,1.57036e+08,0,0,0,,2.49836e+07,7.61029e+06,9.16777e+06,0,3.575e+06,5.63141e+07,0,3.77912e+07,402888,2.84412e+07,1.13768e+07,0,7.06197e+07,9.45748e+06,1.231e+07,1.00048e+08,918574,0,,0,0,,0,0
10816.4,20,1,3,0,1.95327e+07,0.2,0.5,0.4,0.0374551,0,1,1.36504e+10,7.22268e+09,2.63336e+07,0,3.79847e+09,2.6462e+07,3.14614e+07,0,9.87922e+07,0.00299789,2.44618e+09,6,117695,18436.9,2.99789e-07,3,-2.12619e+08,344051,,1.59176e+10,1.15692e+09,0,0,7.9878e+09,-0.00136553,6.77292e+09,0,-1.36553e-06,3.38646e+08,5.94868e+08,1.95327e+07,1.47443e+07,2.85318e+07,1.02753e+07,,,0,0,0,0,0,0,0,0,0,0,0,1655,6915,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,748378,0,665578,1.60669e+06,0,1.89692e+07,0,1.38597e+07,0,0,0,2.08483e+07,1.93285e+08,0,0,0,,1.23634e+07,1.23851e+07,2.34075e+06,0,1.26947e+07,4.53021e+07,4.32616e+07,2.24174e+07,728917,503298,2.28757e+07,0,5.82082e+06,1.2482e+06,2.05332e+07,6.6554e+06,3.14921e+06,0,,0,0,,0,0
7638.88,15,1,3,0,2.52473e+08,0.2,0.4,0.4,0.00987493,0,1,1.01844e+10,5.78218e+09,3.90467e+07,0,3.24157e+09,2.04261e+08,7.03673e+07,0,1.04498e+08,0,7.42502e+08,6,30218.8,10147.7,0,4,-1.2357e+08,4.44709e+06,,1.70961e+10,2.00699e+09,6.35307e+06,0,7.9878e+09,0,7.09494e+09,3,0,3.54747e+08,7.08626e+08,2.52473e+08,1.41413e+07,2.05349e+07,6.17231e+06,,,0,0,0,0,0,0,0,0,0,4,0,1631,5157,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,6.46475e+06,0,739117,1.99957e+06,0,2.09772e+07,0,1.46601e+07,0,4.36161e+06,-3.09068e-09,2.70985e+07,1.52628e+08,0,0,0,,2.09684e+07,2.0653e+07,7.16304e+06,0,3.42216e+07,3.37489e+07,1.55091e+07,4.79755e+07,80016,255432,1.26373e+07,0,4.14577e+07,3.97581e+06,3.60591e+07,8.66309e+07,6.91843e+06,0,,0,0,,0,0
10804.4,20,1,3,0,7.59445e+07,0.2,0.4,0.4,0.016869,0,1,1.24567e+10,6.91043e+09,2.63336e+07,0,3.74497e+09,8.28288e+07,4.44182e+07,0,1.06455e+08,0,1.54128e+09,6,67127.5,17427.4,0,3,-2.0859e+08,1.3377e+06,,1.64979e+10,1.36279e+09,1.65807e+06,0,7.9878e+09,0,7.1457e+09,1,0,3.57285e+08,6.34069e+08,7.59445e+07,1.50993e+07,2.88868e+07,9.2817e+06,,,0,0,0,0,0,0,0,0,0,4.43686e-10,-1.03156e-10,890,7090,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,2.90975e+06,0,719951,1.52504e+06,0,2.18101e+07,0,1.49347e+07,7.3942e-07,0.000313532,-4.05503e-05,1.16812e+07,1.9377e+08,0,0,-1.61363e-10,,1.42435e+07,6.43087e+06,2.1453e+06,0,1.89583e+07,4.56002e+07,3.06177e+07,3.51442e+07,944146,1.74496e+06,1.03906e+07,0,2.12572e+07,1.72421e+06,3.0223e+07,2.52465e+07,5.382e+06,0,,0,0,,0,0
10801.5,15,1,3,0,2.55458e+08,0.2,0.6,0.4,0.0133185,0,1,1.02302e+10,5.78516e+09,5.46291e+07,0,3.24757e+09,2.16018e+08,6.96409e+07,0,9.9727e+07,0,7.57466e+08,6,31339,9929.69,0,5,-1.34126e+08,4.49968e+06,,1.71281e+10,2.01788e+09,6.98553e+06,0,7.9878e+09,0,7.11547e+09,4,0,3.55773e+08,6.62556e+08,2.55458e+08,1.39407e+07,2.02943e+07,6.11972e+06,,,0,0,0,0,0,0,0,0,0,4,0,1566,5202,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,6.59681e+06,0,727331,1.89689e+06,0,2.09328e+07,0,1.39909e+07,0,4.33757e+06,0,2.36061e+07,1.57034e+08,0,0,0,,4.01575e+07,1.97867e+07,3.08027e+07,0,1.18134e+07,1.40927e+07,2.479e+07,3.3881e+07,844998,1.34539e+06,1.13275e+07,0,5.09332e+07,4.71256e+06,7.05008e+07,4.45358e+07,1.07289e+07,0,,0,0,,0,0
10801.8,20,1,3,0,3.64777e+07,0.2,0.6,0.4,0.039843,0,1,1.35445e+10,7.4491e+09,2.63336e+07,0,3.89262e+09,2.58512e+07,3.05726e+07,0,9.54186e+07,0,2.02458e+09,6,94215,17900.8,0,3,-1.87237e+08,642524,,1.60915e+10,1.21876e+09,0.000665547,0,7.9878e+09,0,6.8849e+09,0,0,3.44245e+08,5.51286e+08,3.64777e+07,1.51366e+07,2.89241e+07,9.97688e+06,,,0,0,0,0,0,0,0,0,0,7,0,1410,6979,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,2.50943e-05,0,790898,1.69112e+06,0,2.143e+07,0,1.33864e+07,5.25034e-05,1.89988e+06,0.000134025,1.86415e+07,1.88726e+08,0,0,0,,1.45145e+07,1.46318e+07,8.09425e+06,0,0,4.56815e+07,1.25398e+07,3.86258e+07,1.43104e+06,3.04883e+06,3.72952e+07,0,3.51464e+06,3.3414e+06,2.55361e+07,1.39356e+07,1.43536e+06,0,,0,0,,0,0
Sol_Time,Num_Rep_days,Approach :,Case: ,xi_given,xi_val,Emis_lim,RPS,RNG_cap,MIO Gap:,Benders,Benders Multicut,UC Active,UC Vars Relaxed,Total_E_cost,Est_plant_cost,Est_trans_cost,Decom_cost,Fixed_cost,Startup_cost,Variable_cost,dfo_coal_or_NG_emis_cost,Coal_dfo_or_NG_fuel_cost,Shedding_cost,Storage_cost,Num_storage,Storage_level,Storage_cap,Total_curt,Num_new_trans,Total_flow,E_emis,,Total_NG_cost,Import_cost,Pipe_est_cost,Str_est_cost,Str_fix_cost,NG_shedding_cost,RNG_shedding_cost,Num_est_pipe,Total_NG_shedding,Total_RNG_shedding,flowGG,flowGE,flowGL,flowVG,NG_emis,,,num_est(nplt),num_decom(nplt),prod(nplt),supply(nGnode),storage(nSLV),vapor(nSLV),
26.803,7,1,3,0,1.71858e+08,0.2,0.5,0.4,0.00578296,0,0,0,0,1.04164e+10,5.87835e+09,5.09637e+07,0,3.33307e+09,0,6.81583e+07,0,1.00934e+08,0,9.84957e+08,6,37606,15511.9,0,5,-1.59097e+08,1.77805e+06,,1.78444e+10,1.8405e+09,1.46434e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,5.59681e+08,1.71858e+08,1.54322e+07,1.87325e+07,8.84135e+06,,,0,0,0,0,0,0,0,0,0,0,9,609,5365,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.5657e+06,0,799812,2.34311e+06,0,2.25361e+07,0,1.41602e+07,0,0,3.66822e+06,1.18675e+07,1.78542e+08,0,0,0.00574493,,2.96885e+07,1.0733e+07,1.28016e+07,0,3.2385e+07,2.11802e+07,5.26184e+07,8.72891e+07,619938,2.42432e+06,2.01843e+07,0,1.53135e+07,5.84558e+06,5.35948e+06,3.50823e+07,6.18101e+06,0,,0,0,,0,0
Sol_Time,Num_Rep_days,Approach :,Case: ,xi_given,xi_val,Emis_lim,RPS,RNG_cap,MIO Gap:,Benders,Benders Multicut,UC Active,UC Vars Relaxed,Total_E_cost,Est_plant_cost,Est_trans_cost,Decom_cost,Fixed_cost,Startup_cost,Variable_cost,dfo_coal_or_NG_emis_cost,Coal_dfo_or_NG_fuel_cost,Shedding_cost,Storage_cost,Num_storage,Storage_level,Storage_cap,Total_curt,Num_new_trans,Total_flow,E_emis,,Total_NG_cost,Import_cost,Pipe_est_cost,Str_est_cost,Str_fix_cost,NG_shedding_cost,RNG_shedding_cost,Num_est_pipe,Total_NG_shedding,Total_RNG_shedding,flowGG,flowGE,flowGL,flowVG,NG_emis,,,num_est(nplt),num_decom(nplt),prod(nplt),supply(nGnode),storage(nSLV),vapor(nSLV),
22.213,7,1,3,0,1.71858e+08,0.2,0.5,0.4,0.00578296,0,0,0,0,1.04164e+10,5.87835e+09,5.09637e+07,0,3.33307e+09,0,6.81583e+07,0,1.00934e+08,0,9.84957e+08,6,37606,15511.9,0,5,-1.59097e+08,1.77805e+06,,1.78444e+10,1.8405e+09,1.46434e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,5.59681e+08,1.71858e+08,1.54322e+07,1.87325e+07,8.84135e+06,,,0,0,0,0,0,0,0,0,0,0,9,609,5365,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.5657e+06,0,799812,2.34311e+06,0,2.25361e+07,0,1.41602e+07,0,0,3.66822e+06,1.18675e+07,1.78542e+08,0,0,0.00574493,,2.96885e+07,1.0733e+07,1.28016e+07,0,3.2385e+07,2.11802e+07,5.26184e+07,8.72891e+07,619938,2.42432e+06,2.01843e+07,0,1.53135e+07,5.84558e+06,5.35948e+06,3.50823e+07,6.18101e+06,0,,0,0,,0,0
Sol_Time,Num_Rep_days,Approach :,Case: ,xi_given,xi_val,Emis_lim,RPS,RNG_cap,MIO Gap:,Benders,Benders Multicut,UC Active,UC Vars Relaxed,Total_E_cost,Est_plant_cost,Est_trans_cost,Decom_cost,Fixed_cost,Startup_cost,Variable_cost,dfo_coal_or_NG_emis_cost,Coal_dfo_or_NG_fuel_cost,Shedding_cost,Storage_cost,Num_storage,Storage_level,Storage_cap,Total_curt,Num_new_trans,Total_flow,E_emis,,Total_NG_cost,Import_cost,Pipe_est_cost,Str_est_cost,Str_fix_cost,NG_shedding_cost,RNG_shedding_cost,Num_est_pipe,Total_NG_shedding,Total_RNG_shedding,flowGG,flowGE,flowGL,flowVG,NG_emis,,,num_est(nplt),num_decom(nplt),prod(nplt),supply(nGnode),storage(nSLV),vapor(nSLV),
49.444,7,1,3,0,1.74285e+08,0.2,0.5,0.4,0.000819793,0,0,1,1,1.05236e+10,5.89807e+09,5.09637e+07,0,3.34767e+09,1.88861e+08,7.33084e+07,0,1.17938e+08,0,8.46805e+08,6,32642.3,13079.1,0,5,-1.23394e+08,1.83629e+06,,1.78519e+10,1.84777e+09,1.65807e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,9.21315e+08,1.74285e+08,1.5876e+07,2.0269e+07,8.78311e+06,,,0,0,0,0,0,0,0,0,0,0,9,529,5441,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.69615e+06,0,569499,2.05384e+06,0,2.14954e+07,0,1.65458e+07,0,0,3.6227e+06,8.92164e+06,1.79745e+08,0,0,0,,645825,1.16113e+07,7.66325e+06,0,1.48423e+07,3.33509e+07,1.96904e+07,8.2304e+07,1.97995e+06,1.19268e+06,1.48999e+07,0,1.37504e+07,9.63011e+06,8.52414e+07,3.4332e+07,7.9059e+06,0,,0,0,,0,0
Sol_Time,Num_Rep_days,Approach :,Case: ,xi_given,xi_val,Emis_lim,RPS,RNG_cap,MIO Gap:,Benders,Benders Multicut,UC Active,UC Vars Relaxed,Total_E_cost,Est_plant_cost,Est_trans_cost,Decom_cost,Fixed_cost,Startup_cost,Variable_cost,dfo_coal_or_NG_emis_cost,Coal_dfo_or_NG_fuel_cost,Shedding_cost,Storage_cost,Num_storage,Storage_level,Storage_cap,Total_curt,Num_new_trans,Total_flow,E_emis,,Total_NG_cost,Import_cost,Pipe_est_cost,Str_est_cost,Str_fix_cost,NG_shedding_cost,RNG_shedding_cost,Num_est_pipe,Total_NG_shedding,Total_RNG_shedding,flowGG,flowGE,flowGL,flowVG,NG_emis,,,num_est(nplt),num_decom(nplt),prod(nplt),supply(nGnode),storage(nSLV),vapor(nSLV),
21.808,7,1,3,0,1.81976e+08,0.2,0.5,0.4,0,0,0,0,1,1.0079e+10,5.87994e+09,5.09637e+07,9.31323e-09,3.18795e+09,0,7.18991e+07,0,1.04992e+08,0,7.83205e+08,3.04679e-05,30467.9,11867.5,0,5,-1.27802e+08,1.83629e+06,,1.78952e+10,1.88969e+09,3.12241e+06,0,7.9878e+09,0,8.01464e+09,2,0,4.00732e+08,7.6034e+08,1.81976e+08,1.54322e+07,1.98251e+07,8.78311e+06,,,0,0,0,0,0,0,0,0,0,0,9.74776,576.293,5321.7,0.0926049,0,0,,39.7735,55,0,0,4,0,2,0,0,0,0,0,0,0.0926049,0,0,,3.66341e+06,0,819691,2.39606e+06,0,2.24693e+07,0,1.47295e+07,0,0,4.02053e+06,1.12329e+07,1.77018e+08,0,0,0,,2.931e+07,9.91266e+06,2.0954e+07,0,1.75071e+07,3.45079e+07,8.57964e+07,3.87999e+07,477936,606740,1.0698e+07,0,1.79175e+07,8.21915e+06,5.49142e+07,1.71098e+07,0,0,,0,0,,0,0
Sol_Time,Num_Rep_days,Approach :,Case: ,xi_given,xi_val,Emis_lim,RPS,RNG_cap,MIO Gap:,Benders,Benders Multicut,UC Active,UC Vars Relaxed,Total_E_cost,Est_plant_cost,Est_trans_cost,Decom_cost,Fixed_cost,Startup_cost,Variable_cost,dfo_coal_or_NG_emis_cost,Coal_dfo_or_NG_fuel_cost,Shedding_cost,Storage_cost,Num_storage,Storage_level,Storage_cap,Total_curt,Num_new_trans,Total_flow,E_emis,,Total_NG_cost,Import_cost,Pipe_est_cost,Str_est_cost,Str_fix_cost,NG_shedding_cost,RNG_shedding_cost,Num_est_pipe,Total_NG_shedding,Total_RNG_shedding,flowGG,flowGE,flowGL,flowVG,NG_emis,,,num_est(nplt),num_decom(nplt),prod(nplt),supply(nGnode),storage(nSLV),vapor(nSLV),
11.688,7,1,3,0,1.94089e+08,0.2,0.5,0.4,0,0,0,0,1,9.99162e+09,5.85775e+09,5.09637e+07,0,3.16788e+09,0,7.31322e+07,0,9.6906e+07,0,7.44985e+08,2.89538e-05,28953.8,11311,0,5,-1.50685e+08,1.83629e+06,,1.79613e+10,1.9557e+09,3.12241e+06,0,7.9878e+09,0,8.01464e+09,2,0,4.00732e+08,5.94475e+08,1.94089e+08,1.52716e+07,1.96646e+07,8.78311e+06,,,0,0,0,0,0,0,0,0,0,0,10.5133,634.734,5187.81,0.0938079,0,0,,40.2902,55,0,0,4,0,2,0,0,0,0,0,0,0.0938079,0,0,,3.61184e+06,0,751691,2.31232e+06,0,2.22932e+07,0,1.35951e+07,0,0,4.64712e+06,1.12063e+07,1.77753e+08,0,0,0,,8.60437e+06,1.32183e+07,0,0,0,6.38293e+07,4.93168e+07,6.08996e+07,0,0,1.39425e+07,0,2.01553e+07,7.09164e+06,9.63692e+07,2.209e+07,3.32749e+06,0,,0,0,,0,0
Sol_Time,Num_Rep_days,Approach :,Case: ,xi_given,xi_val,Emis_lim,RPS,RNG_cap,MIO Gap:,Benders,Benders Multicut,UC Active,UC Vars Relaxed,Total_E_cost,Est_plant_cost,Est_trans_cost,Decom_cost,Fixed_cost,Startup_cost,Variable_cost,dfo_coal_or_NG_emis_cost,Coal_dfo_or_NG_fuel_cost,Shedding_cost,Storage_cost,Num_storage,Storage_level,Storage_cap,Total_curt,Num_new_trans,Total_flow,E_emis,,Total_NG_cost,Import_cost,Pipe_est_cost,Str_est_cost,Str_fix_cost,NG_shedding_cost,RNG_shedding_cost,Num_est_pipe,Total_NG_shedding,Total_RNG_shedding,flowGG,flowGE,flowGL,flowVG,NG_emis,,,num_est(nplt),num_decom(nplt),prod(nplt),supply(nGnode),storage(nSLV),vapor(nSLV),
905.529,7,1,3,0,1.87915e+08,0.2,0.5,0.4,0.0264957,0,0,1,0,1.1223e+10,6.18837e+09,5.27964e+07,0,3.48259e+09,2.10447e+08,7.60764e+07,0,1.1376e+08,0,1.09893e+09,6,42740.5,16659.7,0,5,-6.1705e+07,1.83629e+06,,1.79298e+10,1.92205e+09,5.30467e+06,0,7.9878e+09,0,8.01464e+09,2,0,4.00732e+08,8.19311e+08,1.87915e+08,1.43809e+07,1.87739e+07,8.78311e+06,,,0,0,0,0,0,0,0,0,0,0,9,337,5905,2,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.63813e+06,0,580584,2.04676e+06,0,2.21385e+07,0,1.59597e+07,1.10268e-09,0,4.32773e+06,5.20154e+06,1.84228e+08,38886.1,0,2.15629e-10,,3.32558e+06,1.23952e+07,1.56845e+06,0,2.12396e+07,2.94603e+07,2.48808e+07,8.18118e+07,454246,2.85981e+07,3.02355e+07,0,1.90336e+07,2.16799e+06,1.64444e+07,7.03542e+07,1.07002e+07,0,,0,0,,0,0
Sol_Time,Num_Rep_days,Approach :,Case: ,xi_given,xi_val,Emis_lim,RPS,RNG_cap,MIO Gap:,Benders,Benders Multicut,UC Active,UC Vars Relaxed,Total_E_cost,Est_plant_cost,Est_trans_cost,Decom_cost,Fixed_cost,Startup_cost,Variable_cost,dfo_coal_or_NG_emis_cost,Coal_dfo_or_NG_fuel_cost,Shedding_cost,Storage_cost,Num_storage,Storage_level,Storage_cap,Total_curt,Num_new_trans,Total_flow,E_emis,,Total_NG_cost,Import_cost,Pipe_est_cost,Str_est_cost,Str_fix_cost,NG_shedding_cost,RNG_shedding_cost,Num_est_pipe,Total_NG_shedding,Total_RNG_shedding,flowGG,flowGE,flowGL,flowVG,NG_emis,,,num_est(nplt),num_decom(nplt),prod(nplt),supply(nGnode),storage(nSLV),vapor(nSLV),
35.107,7,1,3,0,1.72769e+08,0.2,0.5,0.4,0.0043965,0,0,1,1,1.06332e+10,5.89807e+09,3.90467e+07,0,3.34767e+09,1.83267e+08,7.49399e+07,0,1.25289e+08,0,9.64913e+08,6,38151.3,14112.7,0,4,-1.85957e+08,1.83499e+06,,1.78437e+10,1.83964e+09,1.65807e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,5.31278e+08,1.72769e+08,1.50343e+07,1.94027e+07,8.78441e+06,,,0,0,0,0,0,0,0,0,0,2.6647e-11,9,529,5441,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.69944e+06,0,674742,2.22629e+06,0,2.21814e+07,0,1.7577e+07,0,1.12161e-05,3.5481e+06,9.85855e+06,1.7759e+08,0,0,0,,5.90096e+06,1.21237e+07,902304,0,1.73319e+07,5.62435e+07,1.44145e+07,8.40947e+07,454246,2.16436e+06,2.74283e+07,0,2.02088e+07,7.5269e+06,1.21573e+07,6.53834e+07,1.12136e+07,0,,0,0,,0,0
